조사연도,조사분기,구분,업종,지수항목,지수
2023,2,전망,간이음식 포장판매 전문점,고용,98.45
2023,2,전망,주점업,고용,98.91
2023,2,전망,일반 유흥주점업,고용,99.45
2023,2,전망,무도 유흥주점업,고용,97.19
2023,2,전망,생맥주 전문점,고용,99.9
2023,2,전망,기타 주점업,고용,98.6
2023,2,전망,비알코올음료점업,고용,99.16
2023,2,전망,커피 전문점,고용,99.15
2023,2,전망,기타 비알코올 음료점업,고용,99.2
2023,1,전망,전체,매출액,85.76
2023,1,전망,전체,식재료,128.16
2023,1,전망,전체,고용,98.83
2023,1,전망,한식 음식점업,매출액,85.17
2023,1,전망,한식 일반음식점업,택蓚,85.7
2023,1,전망,한식 면요리 전문점,매출액,87.55
2023,1,전망,한식 육류요리 전문점,매출액,84.97
2023,1,전망,한식 해산물요리 전문점,매출액,80.44
2023,1,전망,외국식 음식점업,매출액,84.17
2023,1,전망,중식 음식점업,매출액,82.17
2023,1,전망,일식 음식점업,매출액,79.92
2023,1,전망,서양식 음식점업,매출액,89.92
2023,1,전망,기타 외국식 음식점업,매출액,90.42
2023,1,전망,기관 구내식당업,매출액,96.39
2023,1,전망,출장 음식 서비스업,매출액,95.07
2023,1,전망,기타 간이 음식점업,매출액,85.2
2023,1,전망,제과점업,매출액,86.61
2023,1,전망,"피자, 햄버거, 샌드위치 및 유사 음식점업",매출액,89.72
2023,1,전망,치킨 음식점업,매출액,83.11
2023,1,전망,김밥 및 기타 간이 음식점업,매출액,84.26
2023,1,전망,간이음식 포장판매 전문점,매출액,84.93
2023,1,전망,주점업,매출액,84.53
2023,1,전망,일반 유흥주점업,매출액,81.71
2023,1,전망,무도 유흥주점업,매출액,79.23
2023,1,전망,생맥주 전문점,매출액,85.77
2023,1,전망,기타 주점업,매출액,85.63
2023,1,전망,비알코올음료점업,매출액,89.72
2023,1,전망,커피 전문점,매출액,91.34
2023,1,전망,기타 비알코올 음료점업,매출액,82.63
2023,1,전망,한식 음식점업,식재료,128.16
2023,1,전망,한식 일반음식점업,식재료,127.25
2023,1,전망,한식 면요리 전문점,식재료,127.96
2023,1,전망,한식 육류요리 전문점,식재료,130.23
2023,1,전망,한식 해산물요리 전문점,식재료,128.95
2023,1,전망,외국식 음식점업,식재료,129.75
2023,1,전망,중식 음식점업,식재료,131.82
2023,1,전망,일식 음식점업,식재료,130.79
2023,1,전망,서양식 음식점업,식재료,126.94
2023,1,전망,기타 외국식 음식점업,식재료,124.17
2023,1,전망,기관 구내식당업,식재료,128.31
2023,1,전망,출장 음식 서비스업,식재료,124.52
2023,1,전망,기타 간이 음식점업,식재료,128.66
2023,1,전망,제과점업,식재료,126.31
2023,1,전망,"피자, 햄버거, 샌드위치 및 유사 음식점업",식재료,129
2023,1,전망,치킨 음식점업,식재료,126.4
2023,1,전망,김밥 및 기타 간이 음식점업,식재료,131.54
2023,1,전망,간이음식 포장판매 전문점,식재료,128.64
2023,1,전망,주점업,식재료,128.09
2023,1,전망,일반 유흥주점업,식재료,127.5
2023,1,전망,무도 유흥주점업,식재료,135.46
2023,1,전망,생맥주 전문점,식재료,130.08
2023,1,전망,기타 주점업,식재료,127.92
2023,1,전망,비알코올음료점업,식재료,126.56
2023,1,전망,커피 전문점,식재료,127.18
2023,1,전망,기타 비알코올 음료점업,식재료,123.86
2023,1,전망,한식 음식점업,고용,98.86
2023,1,전망,한식 일반음식점업,고용,98.67
2023,1,전망,한식 면요리 전문점,고용,99.33
2023,1,전망,한식 육류요리 전문점,고용,99.42
2023,1,전망,한식 해산물요리 전문점,고용,98.35
2023,1,전망,외국식 음식점업,고용,98.57
2023,1,전망,중식 음식점업,고용,98.71
2023,1,전망,일식 음식점업,고용,97.91
2023,1,전망,서양식 음식점업,고용,99.1
2023,1,전망,기타 외국식 음식점업,고용,98.32
2023,1,전망,기관 구내식당업,고용,100.47
2023,1,전망,출장 음식 서비스업,고용,99.69
2023,1,전망,기타 간이 음식점업,고용,98.44
2023,1,전망,제과점업,고용,98.5
2023,1,전망,"피자, 햄버거, 샌드위치 및 유사 음식점업",고용,98.56
2023,1,전망,치킨 음식점업,고용,98.51
2023,1,전망,김밥 및 기타 간이 음식점업,고용,98.13
2023,1,전망,간이음식 포장판매 전문점,고용,99.36
2023,1,전망,주점업,고용,99.27
2023,1,전망,일반 유흥주점업,고용,98.37
2023,1,전망,무도 유흥주점업,고용,99.85
2023,1,전망,생맥주 전문점,고용,98.65
2023,1,전망,기타 주점업,고용,99.67
2023,1,전망,비알코올음료점업,고용,98.67
2023,1,전망,커피 전문점,고용,98.8
2023,1,전망,기타 비알코올 음료점업,고용,98.08
